original_id,mapped_id,text,type,answer,analysis,difficulty,hint,title
193,186,"Assuming that Linda is the owner of the relation Event, after completing the following three actions, which of the following statements is correct? Step | By | Action 1 | Linda| GRANT select TO Amy, Peter ON Event WITH GRANT OPTION; 2 |Amy| GRANT select TO Peter ON Event; 3 |Linda| REVOKE select ON Event FROM Amy CASCADE;",choice,"Peter has the select privilege on Event, but Amy does not have this privilege",nan,3,nan,Q9-15
194,187,"What is the objective of database security which says that people shouldn’t change data unless they are supposed to change it, and they also shouldn’t change data in ways different from how they are supposed to change it.",choice,Integrity,nan,1,nan,Q9-16
195,188,Which Bell-LaPadula rule prevents lower-level subjects from retrieving information from objects with a higher security level?,choice,Read down rule,nan,2,nan,Q9-17
196,189,Which of the following is not true regarding Trojan horse attacks?,choice,"A Trojan can self-replicate, as a virus does.",nan,2,nan,Q9-18
197,190,What is a covert channel?,choice,A method that is used to secretly pass information and not normally used for communication,nan,1,nan,Q9-19
198,191,"An internet banking system requires a user to enter their password, then the system sends an SMS to the user’s registered mobile phone, containing another sequence of characters, and the user must enter this as well. Which of the following terms describes this example of authentication?",choice,Two-factor authentication,nan,1,nan,Q9-20
199,192,Which of the following is responsible for ensuring the property isolation of database transactions?,choice,Concurrency control,nan,1,nan,Q10-1
200,193,"Given two transactions and , which of the following statements is true?",choice,All of the above,nan,2,nan,Q10-2
201,194,Which transaction isolation level does not allow dirty reads but does allow unrepeatable reads and phantom reads?,choice,Read committed,nan,1,nan,Q10-3
202,195,What is the correctness criterion for concurrent transactions?,choice,Serializability,nan,1,nan,Q10-4
203,196,What operation(s) can a transaction perform if this transaction acquires an exclusive lock?,choice,Read and write,nan,2,nan,Q10-5
204,197,"For the two-phase locking protocol, which of the following statements is true?",choice,All of the above,nan,2,nan,Q10-6
205,198,Which of the following problems occurs when a transaction re-reads a table and finds new rows that were inserted into a table by other transactions since its prior read?,choice,Phantom read,nan,2,nan,Q10-7
206,199,Which of the following are the advantages of concurrent transactions?,choice,All of the above,nan,2,nan,Q10-8
207,200,Which properties are ensured by the transaction manager through logging?,choice,Atomicity and durability,nan,1,nan,Q10-9
208,201,"Consider two transactions and , and the following schedule in which A and B are two records. read(A) write(A) read(A) write(A) read(B) commit abort Which of the following problems may occur in this schedule?",choice,Dirty read,nan,2,nan,Q10-10
209,202,"Consider two transactions and , and the following schedule in which A and B are two records. read(B) read(A) write(A) read(A) read(B) write(B) commit Abort Which of the following problems may occur in this schedule?",choice,Unrepeatable read,nan,2,nan,Q10-11
210,203,"Consider two transactions and , and the following schedule in which A and B are two records. read(A) read(A) write(A) read(B) write(A) commit commit Which of the following problems may occur in this schedule?",choice,Lost update,nan,2,nan,Q10-12
211,204,"Consider the table Worker(name, payrate, hours) with name as the primary key and the following two concurrent transactions: : Begin Transaction; update Worker set payrate = 1.2*payrate where name = ‘Tom'; update Worker set payrate = 1.5*payrate where name = ‘Tom'; Commit; : Begin Transaction; update Worker set payrate = payrate+20 where name = ‘Tom'; update Worker set payrate = payrate+10 where name = ‘Tom'; Commit; Assume Tom’s pay rate is 20 before the transactions and begin. If the transaction isolation level is “serializable”, what are the possible values for Tom's pay rate after executing these two transactions?",choice,66 and 90,nan,3,nan,Q10-13
212,205,"Consider the table Worker(name, payrate, hours) with name as the primary key and the following two concurrent transactions: : Begin Transaction; update Worker set payrate = 1.2*payrate where name = ‘Tom'; update Worker set payrate = 1.5*payrate where name = ‘Tom'; Commit; : Begin Transaction; update Worker set payrate = payrate+20 where name = ‘Tom'; update Worker set payrate = payrate+10 where name = ‘Tom'; Commit; Assume Tom’s pay rate is 20 before the transactions and begin. If the transaction isolation level is “read committed”, what are the possible values for Tom’s pay rate after executing these two transactions?",choice,66 and 90,nan,3,nan,Q10-14
213,206,"Consider the table Worker(name, payrate, hours) with name as the primary key and the following two concurrent transactions: : Begin Transaction; update Worker set payrate = 1.2*payrate where name = ‘Tom'; update Worker set payrate = 1.5*payrate where name = ‘Tom'; Commit; : Begin Transaction; update Worker set payrate = payrate+20 where name = ‘Tom'; update Worker set payrate = payrate+10 where name = ‘Tom'; Commit; Assume Tom’s pay rate is 20 before the transactions and begin. If the transaction isolation level is “read uncommitted”, what are the possible values for Tom’s pay rate after executing these two transactions?",choice,"66, 76, 81, 82, 87, and 90",nan,3,nan,Q10-15
214,207,"Consider the table Worker(name, payrate, hours) with name as the primary key and the following transaction: Begin transaction; update Worker set hours = 20 where name = ‘Tom'; update Worker set payrate = 1.5*payrate where name = ‘Tom'; Commit; Rollback; What does Rollback do?",choice,Nothing,nan,2,nan,Q10-16
216,208,"Consider two transactions and , and the following schedules in which A and B are two records. Which of the following schedules can result in a deadlock? * { box-sizing: border-box; } .column { float: left; width: 20%; padding: 10px; height: 300px; } .row:after { content: """"; display: table; clear: both; } 1 read(A) write(A) read(A) write(A) commit commit 2 read(A) read(B) write(A) write(B) commit commit 3 read(A) write(B) read(A) write(B) commit commit 4 read(A) read(A) write(A) write(B) commit commit",choice,Schedule 2 and Schedule 4,nan,3,nan,Q10-17
217,209,"Consider the following two transactions and , which transfer money between different accounts. If the transaction isolation level is “read uncommitted”, which of the following schedules is not serializable? * { box-sizing: border-box; } .column { float: left; width: 20%; padding:9px; height: 400px; } .row:after { content: """"; display: table; clear: both; } 1 read(A) A=A-10 write(A) read(B) B=B+10 write(B) commit read(B) B=B-20 write(B) read(D) D=D+20 write(D) commit 2 read(A) read(B) A=A-10 B=B-20 write(A) write(B) read(B) read(D) B=B+10 write(B) commit D=D+20 write(D) commit 3 read(A) A=A-10 read(B) write(A) read(B) B=B-20 write(B) B=B+10 read(D) write(B) commit D=D+20 write(D) commit",choice,Schedule 3,nan,3,nan,Q10-18
218,210,"Consider two transactions and which are executed in the schedule below: read(D) write(D) read(A) write(A) commit read(B) write(B) abort After executing abort from , what will the transaction manager do?",choice,"Undo the operations that have not been committed, i.e., write(A) and write(B) from T1",nan,3,nan,Q10-19
219,211,"Consider two transactions and which are executed in the schedule below: read(D) write(D) read(A) write(A) commit read(B) write(B) abort If the database server goes down right after executing commit from and no changes have been written to disk yet, what will a transaction manager do after the database server is up later?",choice,"Redo the operations that have been committed, i.e., write(D) from T2",nan,3,nan,Q10-20
